#IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	sample	pop	super_pop	gender
NA18976	-0.0155039	-0.0335623	0.00449028	0.00739631	0.0376222	-0.0426903	-0.0153775	-0.0219772	-0.0110541	-0.0014982	NA18976	JPT	EAS	female
NA18977	-0.0156803	-0.0322801	0.0057091	0.00697736	0.0514856	-0.0518843	-0.00633912	-0.0116486	-0.00290033	-0.00393954	NA18977	JPT	EAS	male
NA18978	-0.0151305	-0.0322279	0.00410173	0.00754175	0.0539944	-0.0561235	-0.00799464	-0.0151015	-0.00559775	-0.00453659	NA18978	JPT	EAS	female
NA18979	-0.0155239	-0.0326137	0.00557371	0.00844943	0.0483775	-0.0531927	-0.0117902	-0.0185183	-0.00688512	-0.00315929	NA18979	JPT	EAS	female
NA18980	-0.0156762	-0.0323781	0.00508487	0.00834565	0.043104	-0.0495846	-0.007515	-0.00714947	-0.00715824	-0.0179774	NA18980	JPT	EAS	female
NA18981	-0.0154141	-0.0324125	0.00461656	0.00713081	0.0503318	-0.0543468	-0.0115078	-0.0149257	-0.0100085	-0.00194269	NA18981	JPT	EAS	female
NA18982	-0.0155757	-0.0321395	0.00718071	0.0102353	0.057833	-0.0415998	0.0121805	0.0271169	0.00636399	0.0128653	NA18982	JPT	EAS	male
NA18983	-0.0155089	-0.0326005	0.00759175	0.00959804	0.0656517	-0.0463086	0.0178038	0.0328845	0.00718255	0.0108239	NA18983	JPT	EAS	male
NA18984	-0.0153987	-0.0325454	0.0060732	0.00972977	0.0618866	-0.0461579	0.0133301	0.0308784	0.00687314	0.00531696	NA18984	JPT	EAS	male
NA18985	-0.0158573	-0.0324924	0.00659357	0.00999065	0.0547321	-0.0424089	0.0149117	0.0246745	0.006615	0.0137803	NA18985	JPT	EAS	male
NA18986	-0.0152325	-0.0323667	0.00690913	0.00992888	0.0600793	-0.0445327	0.012635	0.0294017	0.00389215	0.0103154	NA18986	JPT	EAS	male
NA18987	-0.0154845	-0.0325194	0.00647279	0.00801392	0.0513493	-0.050844	-0.00566421	-0.00213107	-0.0030655	-0.00786342	NA18987	JPT	EAS	female
NA18988	-0.0153423	-0.0325038	0.00636719	0.00973907	0.060337	-0.0479778	0.00818167	0.0214504	0.00281454	0.00135098	NA18988	JPT	EAS	male
NA18989	-0.0154066	-0.0324379	0.00693957	0.00942355	0.061297	-0.0457507	0.015228	0.0320749	0.0066065	0.00751747	NA18989	JPT	EAS	male
NA18990	-0.0155539	-0.0330991	0.00594789	0.00920175	0.0492246	-0.0436228	0.0042006	0.00995064	0.00173012	-0.0196283	NA18990	JPT	EAS	male
NA18991	-0.015542	-0.0326716	0.0055989	0.00891228	0.0488333	-0.0542516	-0.00546562	-0.00634168	-0.00809582	-0.0205863	NA18991	JPT	EAS	female
NA18992	-0.0154934	-0.0322922	0.00474674	0.00705116	0.0531095	-0.0563928	-0.0120557	-0.0137669	-0.0104282	-0.00693405	NA18992	JPT	EAS	female
NA18993	-0.015569	-0.03207	0.00558701	0.00680824	0.0512769	-0.0538509	-0.0113307	-0.0165501	-0.00564373	-0.00855838	NA18993	JPT	EAS	female
NA18994	-0.0156078	-0.0327171	0.00490507	0.00728141	0.0537036	-0.0550937	-0.0114003	-0.0164098	-0.00952086	-0.0034501	NA18994	JPT	EAS	male
NA18995	-0.0157339	-0.0324551	0.00560577	0.00809405	0.047483	-0.0515227	-0.0109877	-0.018335	-0.00726924	-0.00187504	NA18995	JPT	EAS	male
NA18997	-0.0155555	-0.0328033	0.00478922	0.00793756	0.0468508	-0.0529582	-0.0117267	-0.0127835	-0.00690671	-0.00966614	NA18997	JPT	EAS	female
NA18998	-0.0151684	-0.0324679	0.00455947	0.0074436	0.0548549	-0.0575907	-0.0139827	-0.0168162	-0.00699832	-0.00224646	NA18998	JPT	EAS	female
NA18999	-0.0155856	-0.0326014	0.00657334	0.0101362	0.0559199	-0.0402257	0.0160648	0.0323398	0.00735017	0.0165885	NA18999	JPT	EAS	female
NA19000	-0.0152555	-0.0323299	0.0074445	0.0089481	0.0610226	-0.0466888	0.0143002	0.0307939	0.00732021	0.00916079	NA19000	JPT	EAS	male
NA19001	-0.0153359	-0.032587	0.00457522	0.00784936	0.0496067	-0.0508324	-0.0116409	-0.0157511	-0.00757823	-0.00645359	NA19001	JPT	EAS	female
NA19002	-0.0156135	-0.0318519	0.00522368	0.00891854	0.0522971	-0.0532691	-0.00554797	-0.00465846	-0.00117799	-0.0164611	NA19002	JPT	EAS	female
NA19003	-0.0157108	-0.0327406	0.00792707	0.00911315	0.0600495	-0.0472736	0.016033	0.0311524	0.00729423	0.0192676	NA19003	JPT	EAS	female
NA19004	-0.0157097	-0.0327149	0.00684012	0.00803763	0.0611688	-0.047858	0.0126614	0.0285998	0.00455365	0.0145664	NA19004	JPT	EAS	male
NA19005	-0.0154992	-0.0323365	0.00475021	0.00866799	0.0499603	-0.0481855	-0.00901498	-0.00703067	-0.0037502	-0.00428291	NA19005	JPT	EAS	male
NA19006	-0.0158052	-0.032887	0.00605635	0.00878211	0.0447615	-0.045604	0.00521192	0.00119668	0.000917477	-0.0423922	NA19006	JPT	EAS	male
NA19007	-0.0156593	-0.0324228	0.00755794	0.0103001	0.0588746	-0.0433454	0.0159394	0.028901	0.00678433	0.0185076	NA19007	JPT	EAS	male
NA19009	-0.0156212	-0.0324735	0.00523578	0.00836106	0.052532	-0.0488154	-0.00493861	-0.00782347	-0.00325473	-0.0139228	NA19009	JPT	EAS	male
NA19010	-0.0155355	-0.0325582	0.00660766	0.00758597	0.0555212	-0.0543459	-0.00744972	-0.0101555	-0.00384977	-0.00884575	NA19010	JPT	EAS	female
NA19011	-0.0154178	-0.0329323	0.00513796	0.00844237	0.0438574	-0.0464973	0.00444113	0.00232551	-0.00266591	-0.041342	NA19011	JPT	EAS	female
NA19012	-0.0157606	-0.0327679	0.00729226	0.0100998	0.0600828	-0.0445051	0.0153314	0.0277751	0.00523773	0.0172426	NA19012	JPT	EAS	male
NA19017	0.0332887	-0.00359889	0.000351493	0.000892118	0.0364815	0.0362716	-0.0311947	-0.020088	0.0471785	-0.00972458	NA19017	LWK	AFR	female
NA19019	0.0325927	-0.00345661	0.000434101	0.000808799	0.0381898	0.0369232	-0.0302671	-0.0198844	0.0621347	-0.0154198	NA19019	LWK	AFR	female
NA19020	0.0325496	-0.00341428	0.000498359	0.000299459	0.0397094	0.0346151	-0.035748	-0.0342165	0.054881	-0.00554841	NA19020	LWK	AFR	male
NA19023	0.0334559	-0.00396819	0.00118193	0.000631928	0.0368411	0.0361851	-0.0284433	-0.02304	0.0512043	-0.00788649	NA19023	LWK	AFR	female
NA19024	0.0325106	-0.00373451	1.43977e-05	0.000925109	0.0333503	0.0379624	-0.027646	-0.0194299	0.0557228	-0.00765732	NA19024	LWK	AFR	female
NA19025	0.0323198	-0.00425833	0.000730623	0.00119556	0.0345458	0.0494737	-0.0250901	-0.0165331	0.0588476	-0.0507298	NA19025	LWK	AFR	male
NA19026	0.0326851	-0.00328015	-0.000292478	0.00150401	0.0395341	0.0404335	-0.0271535	-0.0180851	0.060459	-0.0222579	NA19026	LWK	AFR	male
NA19027	0.0315025	-0.00295246	7.81795e-05	0.00081916	0.0433366	0.0428767	-0.0384715	-0.0281762	0.0639496	-0.0238158	NA19027	LWK	AFR	male
NA19028	0.0317187	-0.00317485	0.000527422	0.00127369	0.0420451	0.0352909	-0.0385154	-0.0382724	0.0586815	-0.00630861	NA19028	LWK	AFR	male
NA19030	0.0328529	-0.0037242	0.000147947	0.000676242	0.0332454	0.0345805	-0.0273031	-0.0202506	0.0570529	-0.00814693	NA19030	LWK	AFR	female
NA19031	0.0322729	-0.00325559	0.000749336	0.000628664	0.0408905	0.0361804	-0.0385145	-0.03505	0.0466393	-0.0083322	NA19031	LWK	AFR	male
NA19035	0.0322265	-0.00322801	0.000599114	0.000755985	0.0392527	0.0379186	-0.0358096	-0.0314034	0.0465054	-0.0130291	NA19035	LWK	AFR	male
NA19036	0.0329363	-0.00343114	-5.46909e-05	0.000673103	0.0391131	0.0367395	-0.0355837	-0.0336839	0.049347	-0.00679984	NA19036	LWK	AFR	female
NA19037	0.0323659	-0.00352194	0.000696749	0.00227165	0.0360652	0.0494626	-0.0254821	-0.0198194	0.0613398	-0.0544351	NA19037	LWK	AFR	female
NA19038	0.0328037	-0.00328304	0.000169776	0.000577685	0.0391556	0.0356949	-0.0359152	-0.0358494	0.0450785	-0.00667461	NA19038	LWK	AFR	female
NA19041	0.0322587	-0.00334496	0.000328749	0.000879474	0.0370731	0.0354049	-0.0358211	-0.0318466	0.0479809	-0.00762292	NA19041	LWK	AFR	male
NA19042	0.0315455	-0.00320389	0.00118075	0.00230394	0.0347984	0.0489696	-0.026988	-0.0159645	0.0701948	-0.0512988	NA19042	LWK	AFR	female
NA19043	0.0324345	-0.00301236	0.000322181	0.00198377	0.0336025	0.0376117	-0.0291515	-0.0155869	0.0592071	-0.0207178	NA19043	LWK	AFR	male
NA19054	-0.0155011	-0.0327429	0.00738263	0.00918171	0.0605876	-0.0457199	0.01223	0.0209954	0.00300234	0.0106626	NA19054	JPT	EAS	female
NA19055	-0.015735	-0.0329236	0.0067978	0.00918566	0.061	-0.0456428	0.015701	0.0297505	0.00540719	0.0151743	NA19055	JPT	EAS	male
NA19056	-0.0156373	-0.0323759	0.00587777	0.0100661	0.0634746	-0.0461926	0.0172251	0.0278896	0.00723139	0.0157623	NA19056	JPT	EAS	male
NA19057	-0.0158022	-0.0321578	0.00656428	0.0102993	0.0567696	-0.0426791	0.0124446	0.0246137	0.00466585	0.0193807	NA19057	JPT	EAS	female
NA19058	-0.015435	-0.0325823	0.00759417	0.0101607	0.0583525	-0.042151	0.0152949	0.0347501	0.00724684	0.0116132	NA19058	JPT	EAS	male
NA19059	-0.0158036	-0.0324379	0.00694438	0.00983313	0.0594024	-0.0451482	0.013359	0.0289826	0.00621379	0.0182997	NA19059	JPT	EAS	female
NA19060	-0.0155953	-0.0328781	0.00710768	0.00943135	0.0604653	-0.0426194	0.0134025	0.0275274	0.00487867	0.0213109	NA19060	JPT	EAS	male
NA19062	-0.0155903	-0.0324951	0.0078327	0.00910374	0.0540721	-0.0419138	0.0103894	0.0219543	0.00100291	0.0130622	NA19062	JPT	EAS	male
NA19063	-0.0154958	-0.0330602	0.0067699	0.0100693	0.062011	-0.046905	0.0129787	0.0311704	0.00622052	0.0190078	NA19063	JPT	EAS	male
NA19064	-0.0154934	-0.0329929	0.00672037	0.0101667	0.0555699	-0.0415134	0.0157072	0.0290509	0.00497283	0.0159533	NA19064	JPT	EAS	female
NA19065	-0.0155477	-0.0322074	0.0077847	0.00995297	0.0613278	-0.0480837	0.0134833	0.0277224	0.0069044	0.0116099	NA19065	JPT	EAS	female
NA19066	-0.0155525	-0.032539	0.00783217	0.0103246	0.0610952	-0.0462265	0.0148184	0.0325571	0.00853907	0.00699787	NA19066	JPT	EAS	male
NA19067	-0.0155185	-0.0327096	0.0061848	0.0109679	0.0566257	-0.0438541	0.0100256	0.0225271	0.00263277	0.0194286	NA19067	JPT	EAS	male
NA19068	-0.0156319	-0.0326423	0.00774894	0.00992225	0.0587268	-0.0440792	0.0136269	0.0262885	0.00603513	0.0132373	NA19068	JPT	EAS	male
NA19070	-0.0155438	-0.0321897	0.00708971	0.0103678	0.0586245	-0.0431811	0.0124082	0.0286084	0.00605392	0.018539	NA19070	JPT	EAS	male
NA19072	-0.0156809	-0.0327867	0.00547057	0.00913377	0.0442693	-0.041833	0.00161999	0.00141635	-0.000814014	-0.0310154	NA19072	JPT	EAS	male
NA19074	-0.015645	-0.0329949	0.0062848	0.00728769	0.0486201	-0.046509	-0.000168162	-0.00100218	-0.000997095	-0.029122	NA19074	JPT	EAS	female
NA19075	-0.0158102	-0.0326095	0.00612437	0.00932799	0.0487961	-0.0463291	-0.000362476	0.000376288	-0.00371031	-0.0178934	NA19075	JPT	EAS	male
NA19076	-0.0160393	-0.032546	0.00539139	0.00948522	0.0468644	-0.0435506	0.00311937	0.00137033	-0.000494348	-0.0216651	NA19076	JPT	EAS	male
NA19077	-0.0155263	-0.0327173	0.00562035	0.00892356	0.0508225	-0.0484194	-0.00098824	-0.00601162	0.00136291	-0.0232272	NA19077	JPT	EAS	female
NA19078	-0.0156934	-0.0322296	0.00563511	0.00876254	0.0505623	-0.0494303	-0.000391367	-0.00150913	-0.0020785	-0.0258637	NA19078	JPT	EAS	female
NA19079	-0.015615	-0.0331697	0.00625056	0.00702331	0.0484248	-0.0494508	-0.00220916	-0.0041817	-0.00148477	-0.0145521	NA19079	JPT	EAS	male
NA19080	-0.0155902	-0.032977	0.00511087	0.00959478	0.046762	-0.0440291	0.00327468	-0.00167624	-0.0021291	-0.0244986	NA19080	JPT	EAS	female
NA19081	-0.0158322	-0.0325971	0.00529238	0.00769529	0.0512775	-0.0487827	-0.00071928	0.000183352	-0.00172176	-0.0240516	NA19081	JPT	EAS	female
NA19082	-0.0156426	-0.032306	0.00466935	0.00920701	0.0474537	-0.0465139	-0.00263075	-0.00944582	-0.00511612	-0.0194798	NA19082	JPT	EAS	male
NA19083	-0.015322	-0.0323726	0.00608491	0.00809968	0.0519405	-0.0531333	-0.0074108	-0.00815637	-0.00525994	-0.00710964	NA19083	JPT	EAS	male
NA19084	-0.0159619	-0.0326505	0.00573449	0.00801651	0.0528495	-0.0492903	-0.00309135	-0.00689934	-0.000814443	-0.0111256	NA19084	JPT	EAS	female
NA19085	-0.0155937	-0.0323629	0.0054092	0.00753885	0.0498195	-0.0486113	0.000819986	0.0012313	0.000224307	-0.0262292	NA19085	JPT	EAS	male
NA19086	-0.0156893	-0.0328925	0.00535742	0.00729675	0.0530259	-0.0559486	-0.0134297	-0.0224285	-0.0113193	-0.00242041	NA19086	JPT	EAS	male
NA19087	-0.0157478	-0.0331343	0.00785554	0.00916179	0.0520133	-0.0436086	0.00475374	0.0110002	-0.00298477	0.000232927	NA19087	JPT	EAS	female
NA19088	-0.0157602	-0.0329813	0.00734789	0.0107041	0.0547766	-0.0448717	0.00963193	0.0144941	0.00110919	-0.00609641	NA19088	JPT	EAS	male
NA19089	-0.0154797	-0.0328345	0.00555401	0.00788865	0.0446775	-0.0461203	0.00574074	0.00303672	-0.000508768	-0.041779	NA19089	JPT	EAS	male
NA19090	-0.015617	-0.033335	0.00464973	0.00906163	0.0380931	-0.0393583	0.00240321	0.0065331	-0.00213035	-0.043168	NA19090	JPT	EAS	female
NA19091	-0.0157808	-0.0330439	0.00582687	0.00846882	0.041823	-0.0441325	0.00496007	0.00446847	0.00115622	-0.0401182	NA19091	JPT	EAS	male
NA19092	0.0349603	-0.00501603	0.00301502	0.00319544	0.0157369	0.0206596	0.0216107	0.0393024	-0.0187031	0.0329242	NA19092	YRI	AFR	male
NA19093	0.0349218	-0.00481641	0.00225686	0.00247077	0.0166797	0.0192183	0.0157436	0.0298067	-0.0315475	0.0358676	NA19093	YRI	AFR	female
NA19095	0.035406	-0.00452896	0.00133515	0.000545691	0.0124147	0.0109726	-0.00417056	-0.00446594	-0.038663	0.011498	NA19095	YRI	AFR	female
NA19096	0.0355066	-0.00444387	0.0010338	-0.000873832	0.0103552	0.00709865	-0.00394354	-0.00632084	-0.0384945	0.0142044	NA19096	YRI	AFR	male
NA19098	0.0349562	-0.00438027	0.000609486	-0.000103515	0.0121581	0.00854433	-0.00255515	-0.00648588	-0.0402841	0.0186637	NA19098	YRI	AFR	male
NA19099	0.0355982	-0.00439958	0.000191324	0.00106047	0.0062454	0.00947607	9.41798e-06	0.00422231	-0.0382602	-0.00691121	NA19099	YRI	AFR	female
NA19102	0.0349083	-0.00441264	0.00235624	0.00143628	0.0182466	0.013815	0.0116629	0.0290267	-0.0249639	0.037075	NA19102	YRI	AFR	female
NA19107	0.0350529	-0.00450749	0.00096795	0.00193617	0.00981552	0.0192701	0.0118731	0.0183754	-0.0376261	-0.00380391	NA19107	YRI	AFR	male
NA19108	0.0353176	-0.00460479	0.00160835	0.00170641	0.00980844	0.0197638	0.0124059	0.018767	-0.0312394	-0.00419921	NA19108	YRI	AFR	female
NA19113	0.0349265	-0.0046878	0.00100255	-6.90823e-05	0.0123722	0.0095973	-0.0032783	-0.0067349	-0.0424778	0.0112564	NA19113	YRI	AFR	male
NA19114	0.034959	-0.00434598	0.0017257	0.00203639	0.00642007	0.0182246	0.0135027	0.0200166	-0.0328368	-0.00309273	NA19114	YRI	AFR	female
NA19116	0.0353912	-0.00492673	0.00293466	0.00226072	0.0230487	0.0206728	0.0174174	0.0352986	-0.032992	0.0392127	NA19116	YRI	AFR	female
NA19117	0.0353188	-0.0048662	0.000981445	0.00036674	0.0108878	0.00897143	-0.00692674	-0.0106274	-0.0401833	0.0197091	NA19117	YRI	AFR	male
NA19118	0.0342149	-0.00413224	0.00124746	-0.000379195	0.0145068	0.00940387	-0.00960554	-0.00983195	-0.0334077	0.0152177	NA19118	YRI	AFR	female
NA19119	0.0354005	-0.00462945	0.000814846	-7.43781e-05	0.0117002	0.00895589	-0.00689319	-0.00749134	-0.0415609	0.0165108	NA19119	YRI	AFR	male
NA19121	0.0353162	-0.00450365	0.00118175	0.000221634	0.00947709	0.00938557	-0.00537022	-0.00447651	-0.0375653	0.0128613	NA19121	YRI	AFR	male
NA19129	0.0347284	-0.00443467	0.00185528	0.00139569	0.00958066	0.0150529	0.0140959	0.0224672	-0.0269781	-0.00159392	NA19129	YRI	AFR	female
NA19130	0.0348518	-0.00507139	0.00267697	0.00267749	0.0182114	0.0180298	0.0193788	0.0413368	-0.0248526	0.0344928	NA19130	YRI	AFR	male
NA19131	0.0354321	-0.00470465	0.000965505	-0.000962877	0.0130183	0.00405558	-0.00450251	-0.00553492	-0.0394129	0.0184446	NA19131	YRI	AFR	female
NA19137	0.0353171	-0.0041386	0.000727556	0.000649346	0.0129233	0.00846904	-0.00144077	-0.00596205	-0.0355294	0.0146963	NA19137	YRI	AFR	female
NA19138	0.0355071	-0.00439248	0.0013024	6.3512e-05	0.0123338	0.0128189	-0.00320173	-0.00197282	-0.0350486	0.0097909	NA19138	YRI	AFR	male
NA19141	0.0352293	-0.00465616	0.00153609	0.000499341	0.0149785	0.0140948	0.00568284	0.00848786	-0.031389	0.0178566	NA19141	YRI	AFR	male
NA19143	0.0354356	-0.00440349	0.00155528	-0.000109696	0.0110822	0.0119335	-0.000224454	0.002871	-0.0329436	0.0162491	NA19143	YRI	AFR	female
NA19144	0.0353191	-0.00452534	0.000974436	0.000224853	0.0136385	0.0106146	-0.00207498	-0.00217364	-0.0366975	0.0182068	NA19144	YRI	AFR	male
NA19146	0.0355715	-0.00469133	0.00118954	-0.000844831	0.0148949	0.0104268	-0.00772315	-0.00860666	-0.0396435	0.0168872	NA19146	YRI	AFR	male
NA19147	0.0350609	-0.00457765	0.00143043	0.00202633	0.00874167	0.0174831	0.0156939	0.0210219	-0.0326178	-0.00419306	NA19147	YRI	AFR	female
NA19149	0.0356963	-0.00469428	0.0010515	4.79437e-05	0.0128603	0.00893768	-0.00624682	-0.00590903	-0.042079	0.0151968	NA19149	YRI	AFR	female
NA19152	0.0353856	-0.00510779	0.000631832	-0.000274988	0.0116288	0.00885432	-0.00657638	-0.0119394	-0.0431719	0.0206343	NA19152	YRI	AFR	female
NA19153	0.0353433	-0.00433832	0.000966037	-0.000750328	0.0102337	0.011399	-0.00311468	-0.00529454	-0.0436288	0.0169052	NA19153	YRI	AFR	male
NA19159	0.0352821	-0.00471872	0.000375616	0.00035738	0.0132293	0.00877716	-0.00286132	-0.00265212	-0.0381555	0.0209746	NA19159	YRI	AFR	female
NA19160	0.0352604	-0.00471797	0.00105754	0.000958633	0.01273	0.0137431	0.00104358	0.00244876	-0.0451834	0.0223146	NA19160	YRI	AFR	male
NA19171	0.0355265	-0.00430673	0.00104193	-0.000574098	0.0102371	0.00624983	-0.00939735	-0.00922904	-0.0422089	0.0191063	NA19171	YRI	AFR	male
NA19172	0.0350492	-0.00454106	0.00284515	0.00196247	0.0257113	0.0206271	0.0191355	0.0328645	-0.0297827	0.034399	NA19172	YRI	AFR	female
NA19175	0.0352563	-0.00443883	0.000698264	-0.000447302	0.0128281	0.00992968	-0.00302273	-0.00855394	-0.0323561	0.0197672	NA19175	YRI	AFR	male
NA19184	0.0352442	-0.00477603	0.00100442	-0.000573669	0.0132432	0.0139478	-0.00820004	-0.00805477	-0.0463384	0.00900652	NA19184	YRI	AFR	male
NA19185	0.0353191	-0.00449261	0.000848824	-0.00014041	0.0137268	0.0114123	-0.00747894	-0.00980423	-0.0425436	0.0138734	NA19185	YRI	AFR	female
NA19189	0.0348434	-0.00455016	0.00195668	0.000943662	0.0161695	0.0151728	0.0130213	0.0215669	-0.0303666	0.0207622	NA19189	YRI	AFR	male
NA19190	0.035139	-0.00491228	0.00216763	0.00196176	0.00881347	0.0183368	0.0138172	0.0164206	-0.0341937	-0.00376604	NA19190	YRI	AFR	female
NA19197	0.0351484	-0.00472351	0.00136434	-0.000386403	0.0158015	0.0134369	-0.0024766	-0.00409218	-0.0414496	0.0191584	NA19197	YRI	AFR	female
NA19198	0.0350026	-0.00473281	0.00239029	0.000113747	0.0148051	0.0160335	-0.00223353	-0.00155011	-0.0402943	0.0174754	NA19198	YRI	AFR	male
NA19200	0.0351917	-0.00475126	0.00166664	-0.000345439	0.0154583	0.0148953	-0.00101653	-0.00242901	-0.0422666	0.0171781	NA19200	YRI	AFR	male
NA19201	0.0357385	-0.00404138	0.00131392	0.000131428	0.0162172	0.0107945	-0.00324299	-0.00318015	-0.0476408	0.0140674	NA19201	YRI	AFR	female
NA19204	0.0351623	-0.00486523	0.000675106	-0.000482667	0.012664	0.00775129	-0.006374	-0.00833607	-0.0408067	0.0176598	NA19204	YRI	AFR	female
NA19206	0.0352	-0.00457291	0.00109213	0.000417078	0.0159981	0.0131575	-0.0047043	-0.00335378	-0.048031	0.0197071	NA19206	YRI	AFR	female
NA19207	0.035208	-0.00487559	0.00118963	0.000108423	0.0163363	0.0121852	-0.00110485	-0.00466916	-0.0431194	0.0178653	NA19207	YRI	AFR	male
NA19209	0.0353919	-0.00467289	0.00140135	-0.000534514	0.0134183	0.0115136	-0.00352672	-0.00441813	-0.0377776	0.0158178	NA19209	YRI	AFR	female
NA19210	0.0353984	-0.00415169	9.44965e-05	0.000569883	0.0115796	0.0126679	0.00105685	-0.000516868	-0.0401554	0.01252	NA19210	YRI	AFR	male
NA19213	0.0348687	-0.00459004	0.00228186	0.00192556	0.0212862	0.0209978	0.0191475	0.0345142	-0.027076	0.0323441	NA19213	YRI	AFR	male
NA19214	0.0355769	-0.00475964	0.00138369	-0.000425442	0.0130826	0.00955685	-0.00971292	-0.0115064	-0.0401917	0.0161494	NA19214	YRI	AFR	female
NA19222	0.035266	-0.00463672	0.00130185	1.18371e-05	0.0126858	0.0109913	-0.00145121	-0.00433676	-0.0368975	0.0159045	NA19222	YRI	AFR	female
NA19223	0.0354417	-0.0047024	0.00147026	0.000627704	0.0141012	0.0128482	-0.00389692	-0.00344394	-0.0390999	0.0143378	NA19223	YRI	AFR	male
NA19225	0.0348539	-0.00504246	0.00228803	0.00179846	0.00993873	0.0224196	0.0128288	0.0187327	-0.0371143	-0.00551404	NA19225	YRI	AFR	female
NA19235	0.0351839	-0.00447541	0.00253434	0.00215862	0.0221649	0.0212667	0.0171457	0.0371658	-0.0244542	0.0427186	NA19235	YRI	AFR	female
NA19236	0.0349321	-0.00478606	0.00216194	0.00233774	0.01885	0.0180068	0.0196247	0.0361053	-0.0210457	0.0473745	NA19236	YRI	AFR	male
NA19238	0.0350129	-0.00439835	0.000741565	2.45093e-06	0.013257	0.0102408	-0.00562812	-0.00461654	-0.0427452	0.0165728	NA19238	YRI	AFR	female
NA19239	0.0352307	-0.00449893	0.000953803	0.000287941	0.0126548	0.00858091	-0.00334915	-0.00467562	-0.0376218	0.0177307	NA19239	YRI	AFR	male
NA19247	0.0348611	-0.00437072	0.00205501	0.00178451	0.0197925	0.0188168	0.0196588	0.0405413	-0.025392	0.0485304	NA19247	YRI	AFR	female
NA19248	0.0350741	-0.00431242	0.00169279	0.0012417	0.0160439	0.012531	0.0127644	0.024271	-0.0249988	0.0383262	NA19248	YRI	AFR	male
NA19256	0.0353451	-0.00454715	0.001029	0.00182724	0.00882644	0.0194516	0.0116403	0.0192461	-0.0305601	-0.00527785	NA19256	YRI	AFR	male
NA19257	0.035453	-0.00445781	0.00189441	0.00203279	0.00881344	0.0184981	0.0138476	0.0210549	-0.0361396	-0.00591427	NA19257	YRI	AFR	female
NA19307	0.03242	-0.0033903	-0.000133066	0.000511905	0.0408002	0.0396614	-0.0443514	-0.0374254	0.0577564	-0.0125645	NA19307	LWK	AFR	male
NA19308	0.0324008	-0.00313879	0.00013301	0.000568691	0.0402343	0.0377418	-0.0385194	-0.0333042	0.0464503	-0.0103411	NA19308	LWK	AFR	male
NA19309	0.0322757	-0.00311358	0.000616981	0.000773388	0.0394125	0.0380098	-0.0374932	-0.0359099	0.0470847	-0.0116301	NA19309	LWK	AFR	male
NA19310	0.0331669	-0.00400446	0.000946934	5.25965e-05	0.0419506	0.0391713	-0.0359905	-0.0346766	0.0479136	-0.0126845	NA19310	LWK	AFR	female
NA19312	0.0324499	-0.00341862	0.000394475	0.00119263	0.0426501	0.0421287	-0.0332473	-0.0313465	0.0616281	-0.0202594	NA19312	LWK	AFR	male
NA19314	0.0313955	-0.00281477	0.000437105	0.000774133	0.0391459	0.0376147	-0.0399119	-0.0322597	0.0469846	-0.00924219	NA19314	LWK	AFR	female
NA19315	0.0315606	-0.00297581	0.000327724	0.00185958	0.0415038	0.0364246	-0.031922	-0.023743	0.0462045	-0.00821017	NA19315	LWK	AFR	female
NA19316	0.0320931	-0.00335166	0.000617459	0.00089943	0.0427271	0.0419981	-0.0359421	-0.0286519	0.060293	-0.00708119	NA19316	LWK	AFR	female
NA19317	0.0328314	-0.0036322	0.000827788	0.00136176	0.0440941	0.0410711	-0.0336966	-0.0275023	0.0598995	-0.00697971	NA19317	LWK	AFR	male
NA19318	0.0329163	-0.00364234	0.000343366	0.00155198	0.0464634	0.0435713	-0.0359421	-0.0285116	0.0572384	-0.00365323	NA19318	LWK	AFR	male
NA19319	0.0323592	-0.00321175	0.000804559	0.000751671	0.0431423	0.0405942	-0.03435	-0.0274143	0.0495985	-0.00632046	NA19319	LWK	AFR	male
NA19320	0.0323676	-0.00366681	0.000496097	0.00179798	0.0381064	0.0550496	-0.026439	-0.016376	0.0692703	-0.0496681	NA19320	LWK	AFR	female
NA19321	0.0325499	-0.00371926	0.00101353	0.0012718	0.040759	0.0414903	-0.0325881	-0.023396	0.0529318	-0.00791257	NA19321	LWK	AFR	female
NA19323	0.0312882	-0.0028272	-0.000266285	0.00149447	0.0372443	0.0343592	-0.0334418	-0.0231578	0.0516991	-0.0119482	NA19323	LWK	AFR	female
